crystal_id,canary_id,name,reason
7905,7905,drawbar,same-id-same-name
7924,7924,ring of the count,same-id-same-name
7925,7925,shadow nexus,same-id-same-name
7926,7926,shadow nexus,same-id-same-name
7927,7927,shadow nexus,same-id-same-name
7928,7928,shadow nexus,same-id-same-name
7929,7929,shadow nexus,same-id-same-name
7930,7930,shadow nexus,same-id-same-name
7931,7931,shadow nexus,same-id-same-name
7932,7932,valuable vase,same-id-same-name
7933,7933,invitation,same-id-same-name
7934,7934,Theodore Loveless' key,same-id-same-name
7935,7935,compromising letter,same-id-same-name
7936,7936,fishnapped goldfish,same-id-same-name
7938,7938,goldfish bowl,same-id-same-name
7939,7939,precious necklace,same-id-same-name
7940,7940,letter to Chantalle,same-id-same-name
7941,7941,closed door,same-id-same-name
7959,7959,branch,same-id-same-name
7960,7960,tree stump,same-id-same-name
7991,7991,magician's robe,same-id-same-name
7992,7992,mage hat,same-id-same-name
7993,7993,witchhunter's coat,same-id-same-name
8010,8010,potato,same-id-same-name
8011,8011,plum,same-id-same-name
8012,8012,raspberry,same-id-same-name
8013,8013,lemon,same-id-same-name
8014,8014,cucumber,same-id-same-name
8015,8015,onion,same-id-same-name
8016,8016,jalapeno pepper,same-id-same-name
8017,8017,beetroot,same-id-same-name
8018,8018,lump of chocolate dough,same-id-same-name
8019,8019,chocolate cake,same-id-same-name
8020,8020,baking tray,same-id-same-name
8021,8021,modified crossbow,same-id-same-name
8022,8022,chain bolter,same-id-same-name
8023,8023,royal crossbow,same-id-same-name
8024,8024,devileye,same-id-same-name
8025,8025,ironworker,same-id-same-name
8026,8026,warsinger bow,same-id-same-name
8027,8027,composite hornbow,same-id-same-name
8028,8028,Yol's bow,same-id-same-name
8029,8029,silkweaver bow,same-id-same-name
8030,8030,Elethriel's elemental bow,same-id-same-name
8031,8031,spider fangs,same-id-same-name
8032,8032,spiderwebs,same-id-same-name
8035,8035,shallow water,same-id-same-name
8036,8036,dead tree,same-id-same-name
8037,8037,dark lord's cape,same-id-same-name
8038,8038,robe of the ice queen,same-id-same-name
8039,8039,dragon robe,same-id-same-name
8040,8040,velvet mantle,same-id-same-name
8041,8041,greenwood coat,same-id-same-name
8042,8042,spirit cloak,same-id-same-name
8043,8043,focus cape,same-id-same-name
8044,8044,belted cape,same-id-same-name
8045,8045,hibiscus dress,same-id-same-name
8046,8046,summer dress,same-id-same-name
8047,8047,tunic,same-id-same-name
8048,8048,girl's dress,same-id-same-name
8049,8049,lavos armor,same-id-same-name
8050,8050,crystalline armor,same-id-same-name
8051,8051,voltage armor,same-id-same-name
8052,8052,swamplair armor,same-id-same-name
8053,8053,fireborn giant armor,same-id-same-name
8054,8054,earthborn titan armor,same-id-same-name
8055,8055,windborn colossus armor,same-id-same-name
8056,8056,oceanborn leviathan armor,same-id-same-name
8057,8057,divine plate,same-id-same-name
8058,8058,molten plate,same-id-same-name
8059,8059,frozen plate,same-id-same-name
8060,8060,master archer's armor,same-id-same-name
8061,8061,skullcracker armor,same-id-same-name
8062,8062,robe of the underworld,same-id-same-name
8063,8063,paladin armor,same-id-same-name
8064,8064,ethno coat,same-id-same-name
8072,8072,spellbook of enlightenment,same-id-same-name
8073,8073,spellbook of warding,same-id-same-name
8074,8074,spellbook of mind control,same-id-same-name
8075,8075,spellbook of lost souls,same-id-same-name
8076,8076,spellscroll of prophecies,same-id-same-name
8077,8077,rainbow shield,same-id-same-name
8078,8078,fiery rainbow shield,same-id-same-name
8079,8079,icy rainbow shield,same-id-same-name
8080,8080,sparking rainbow shield,same-id-same-name
8081,8081,terran rainbow shield,same-id-same-name
8082,8082,underworld rod,same-id-same-name
8083,8083,northwind rod,same-id-same-name
8084,8084,springsprout rod,same-id-same-name
8090,8090,spellbook of dark mysteries,same-id-same-name
8091,8091,spell rune,same-id-same-name
8092,8092,wand of starstorm,same-id-same-name
8093,8093,wand of draconia,same-id-same-name
8094,8094,wand of voodoo,same-id-same-name
8095,8095,ranger legs,same-id-same-name
8096,8096,hellforged axe,same-id-same-name
8097,8097,solar axe,same-id-same-name
8098,8098,demonwing axe,same-id-same-name
8099,8099,dark trinity mace,same-id-same-name
8100,8100,obsidian truncheon,same-id-same-name
8101,8101,stomper,same-id-same-name
8102,8102,emerald sword,same-id-same-name
8103,8103,epiphany,same-id-same-name
8104,8104,calamity,same-id-same-name
8105,8105,remains of an earth elemental,same-id-same-name
8106,8106,remains of an earth elemental,same-id-same-name
8107,8107,remains of an earth elemental,same-id-same-name
8108,8108,remains of an earth elemental,same-id-same-name
8109,8109,remains of a vampire lord,same-id-same-name
8110,8110,remains of a vampire lord,same-id-same-name
8111,8111,remains of a vampire lord,same-id-same-name
8112,8112,remains of a vampire lord,same-id-same-name
8113,8113,dead wyrm,same-id-same-name
8114,8114,dead wyrm,same-id-same-name
8115,8115,dead wyrm,same-id-same-name
8116,8116,dead wyrm,same-id-same-name
8117,8117,theatre script,same-id-same-name
8118,8118,remains of a wisp,same-id-same-name
8119,8119,dead rotworm queen,same-id-same-name
8120,8120,dead rotworm queen,same-id-same-name
8121,8121,dead rotworm queen,same-id-same-name
8122,8122,dead rotworm queen,same-id-same-name
8123,8123,slain bog raider,same-id-same-name
8124,8124,slain bog raider,same-id-same-name
8125,8125,slain bog raider,same-id-same-name
8126,8126,slain bog raider,same-id-same-name
8127,8127,slain reaper,same-id-same-name
8128,8128,slain reaper,same-id-same-name
8129,8129,slain reaper,same-id-same-name
8130,8130,slain reaper,same-id-same-name
8131,8131,white marble floor,same-id-same-name
8132,8132,slain mutated pumpkin,same-id-same-name
8133,8133,slain mutated pumpkin,same-id-same-name
8134,8134,slain mutated pumpkin,same-id-same-name
8135,8135,slain mutated pumpkin,same-id-same-name
8136,8136,remains of an elemental,same-id-same-name
8137,8137,remains of an elemental,same-id-same-name
8138,8138,remains of an elemental,same-id-same-name
8139,8139,remains of an elemental,same-id-same-name
8140,8140,remains of an elemental,same-id-same-name
8141,8141,remains of an elemental,same-id-same-name
8142,8142,Santiago's piano,same-id-same-name
8143,8143,gland,same-id-same-name
8144,8144,large hole,same-id-same-name
8145,8145,archway,same-id-same-name
8146,8146,oracle figurine,same-id-same-name
8147,8147,oracle figurine,same-id-same-name
8148,8148,golden falcon,same-id-same-name
8149,8149,Tibiacity Encyclopedia,same-id-same-name
8150,8150,key of numerous locks,same-id-same-name
8151,8151,TibiaHispano Emblem,same-id-same-name
8152,8152,mexcalibur,same-id-same-name
8153,8153,golden newspaper,same-id-same-name
8154,8154,norseman doll,same-id-same-name
8155,8155,heavily bound book,same-id-same-name
8156,8156,abacus,same-id-same-name
8157,8157,norseman doll,same-id-same-name
8174,8174,Tibiacity Encyclopedia,same-id-same-name
8175,8175,golden falcon,same-id-same-name
8176,8176,golden newspaper,same-id-same-name
8177,8177,yummy gummy worm,same-id-same-name
8178,8178,toy spider,same-id-same-name
8179,8179,toy spider,same-id-same-name
8180,8180,something crawling,same-id-same-name
8181,8181,Overlord's ashes,same-id-same-name
8182,8182,Overlord's ashes,same-id-same-name
8183,8183,Overlord's ashes,same-id-same-name
8184,8184,Overlord's ashes,same-id-same-name
8191,8191,vampire doll,same-id-same-name
8192,8192,vampire lord token,same-id-same-name
8193,8193,strange whirl,same-id-same-name
8194,8194,garlic bread,same-id-same-name
8195,8195,lump of holy water dough,same-id-same-name
8196,8196,lump of garlic dough,same-id-same-name
8197,8197,bulb of garlic,same-id-same-name
8198,8198,baking tray,same-id-same-name
8199,8199,garlic cookie,same-id-same-name
8200,8200,Julius' map,same-id-same-name
8217,8217,RESERVED SPRITE,same-id-same-name
8218,8218,roof,same-id-same-name
8224,8224,archway,same-id-same-name
8225,8225,blood crystal,same-id-same-name
8251,8251,open door,same-id-same-name
8254,8254,open door,same-id-same-name
8255,8255,closed door,same-id-same-name
8256,8256,open door,same-id-same-name
8257,8257,closed door,same-id-same-name
8258,8258,open door,same-id-same-name
8259,8259,closed door,same-id-same-name
8260,8260,open door,same-id-same-name
8261,8261,closed door,same-id-same-name
8262,8262,open door,same-id-same-name
8263,8263,gate of expertise,same-id-same-name
8264,8264,gate of expertise,same-id-same-name
8265,8265,gate of expertise,same-id-same-name
8266,8266,gate of expertise,same-id-same-name
8275,8275,torn book,same-id-same-name
8325,8325,vampire lord statue,same-id-same-name
8326,8326,vampire lord,same-id-same-name
8356,8356,open door,same-id-same-name
8357,8357,closed door,same-id-same-name
8358,8358,open door,same-id-same-name
8359,8359,closed door,same-id-same-name
8360,8360,open door,same-id-same-name
8361,8361,closed door,same-id-same-name
8362,8362,open door,same-id-same-name
8363,8363,closed door,same-id-same-name
8364,8364,open door,same-id-same-name
8365,8365,gate of expertise,same-id-same-name
8366,8366,gate of expertise,same-id-same-name
8367,8367,gate of expertise,same-id-same-name
8368,8368,gate of expertise,same-id-same-name
8388,8388,stone pillar,same-id-same-name
8389,8389,broken stone pillar,same-id-same-name
8390,8390,statue,same-id-same-name
8453,8453,blood crystal,same-id-same-name
8507,8507,stone railing,same-id-same-name
8518,8518,stone wall,same-id-same-name
8523,8523,large candelabrum,same-id-same-name
8524,8524,fire basin,same-id-same-name
8525,8525,blood basin,same-id-same-name
8526,8526,family banner,same-id-same-name
8531,8531,blood goblet,same-id-same-name
8532,8532,blood skull,same-id-same-name
8554,8554,palisade,same-id-same-name
8615,8615,mechanism,same-id-same-name
8618,8618,mechanism,same-id-same-name
8645,8645,piano,same-id-same-name
8657,8657,corkscrew stairs,same-id-same-name
8658,8658,corkscrew stairs,same-id-same-name
8667,8667,wall mirror,same-id-same-name
8680,8680,stone pedestal,same-id-same-name
8684,8684,water,same-id-same-name
8689,8689,wall mirror,same-id-same-name
8690,8690,stairs,same-id-same-name
8708,8708,closed trapdoor,same-id-same-name
8709,8709,open trapdoor,same-id-same-name
8715,8715,metal piece,same-id-same-name
8716,8716,swamp,same-id-same-name
8717,8717,dust of Boreth,same-id-same-name
8718,8718,dust of Lersatio,same-id-same-name
8719,8719,dust of Marziel,same-id-same-name
8720,8720,dust of Arthei,same-id-same-name
8737,8737,CM token,same-id-same-name
8738,8738,slain vampire bride,same-id-same-name
8739,8739,wooden pole,same-id-same-name
8742,8742,slain vampire bride,same-id-same-name
8743,8743,slain vampire bride,same-id-same-name
8744,8744,slain vampire bride,same-id-same-name
8745,8745,crate,same-id-same-name
8746,8746,ghost's tear,same-id-same-name
8747,8747,old piece of paper,same-id-same-name
8755,8755,sandstone floor,same-id-same-name
8756,8756,white marble floor,same-id-same-name
8757,8757,stone floor,same-id-same-name
8758,8758,bottle of bug milk,same-id-same-name
8759,8759,sample of venorean spice,same-id-same-name
8760,8760,sample of sand wasp honey,same-id-same-name
8761,8761,jug of embalming fluid,same-id-same-name
8762,8762,piece of royal satin,same-id-same-name
8763,8763,bowl of evergreen flowers,same-id-same-name
8764,8764,research notes,same-id-same-name
8765,8765,archway,same-id-same-name
8770,8770,sand,same-id-same-name
8771,8771,crate,same-id-same-name
8772,8772,food crate,same-id-same-name
8773,8773,Iriana's chest,same-id-same-name
8774,8774,cask of brown ale,same-id-same-name
8775,8775,gear wheel,same-id-same-name
8776,8776,large crystal,same-id-same-name
8777,8777,Rerun's ring,same-id-same-name
8778,8778,jester doll,same-id-same-name
8779,8779,head of a jester doll,same-id-same-name
8780,8780,torso of a jester doll,same-id-same-name
8781,8781,part of a jester doll,same-id-same-name
8782,8782,part of a jester doll,same-id-same-name
8783,8783,part of a jester doll,same-id-same-name
8784,8784,part of a jester doll,same-id-same-name
8818,8818,alchemists' formulas,same-id-same-name
8819,8819,animal cure,same-id-same-name
8820,8820,Morik's helmet,same-id-same-name
8821,8821,armor,same-id-same-name
8826,8826,ghost residue,same-id-same-name
8827,8827,charged ghost charm,same-id-same-name
8828,8828,weapon matrix crystal,same-id-same-name
8829,8829,food matrix crystal,same-id-same-name
8830,8830,box ramp,same-id-same-name
8831,8831,box ramp,same-id-same-name
8852,8852,strange apparatus,same-id-same-name
8853,8853,suspicious surprise bag,same-id-same-name
8860,8860,brocade backpack,same-id-same-name
8861,8861,brocade bag,same-id-same-name
8862,8862,yalahari armor,same-id-same-name
8863,8863,yalahari leg piece,same-id-same-name
8864,8864,yalahari mask,same-id-same-name
8865,8865,crystal column,same-id-same-name
8866,8866,dead unknown,same-id-same-name
8867,8867,dead unknown,same-id-same-name
8868,8868,dead unknown,same-id-same-name
8869,8869,dead unknown,same-id-same-name
8886,8886,iron floor,same-id-same-name
8887,8887,dead worker golem,same-id-same-name
8888,8888,dead worker golem,same-id-same-name
8889,8889,dead worker golem,same-id-same-name
8890,8890,dead worker golem,same-id-same-name
8891,8891,rusty weapon,same-id-same-name
8892,8892,rusty weapon,same-id-same-name
8893,8893,rusty weapon,same-id-same-name
8894,8894,heavily rusted armor,same-id-same-name
8895,8895,rusted armor,same-id-same-name
8896,8896,slightly rusted armor,same-id-same-name
8897,8897,heavily rusted legs,same-id-same-name
8898,8898,rusted legs,same-id-same-name
8899,8899,slightly rusted legs,same-id-same-name
8900,8900,heavily rusted shield,same-id-same-name
8901,8901,rusted shield,same-id-same-name
8902,8902,slightly rusted shield,same-id-same-name
8906,8906,heavily rusted helmet,same-id-same-name
8907,8907,rusted helmet,same-id-same-name
8908,8908,slightly rusted helmet,same-id-same-name
8909,8909,slain undead gladiator,same-id-same-name
8910,8910,slain undead gladiator,same-id-same-name
8915,8915,dead mutated bat,same-id-same-name
8916,8916,dead mutated bat,same-id-same-name
8917,8917,dead mutated bat,same-id-same-name
8918,8918,dead mutated bat,same-id-same-name
8923,8923,velvet tapestry,same-id-same-name
8932,8932,corkscrew stairs,same-id-same-name
8953,8953,dead haunted treeling,same-id-same-name
8954,8954,dead haunted treeling,same-id-same-name
8955,8955,dead haunted treeling,same-id-same-name
8956,8956,dead haunted treeling,same-id-same-name
8957,8957,dead mutated rat,same-id-same-name
8958,8958,dead mutated rat,same-id-same-name
8959,8959,dead mutated rat,same-id-same-name
8960,8960,dead mutated rat,same-id-same-name
8961,8961,slain zombie,same-id-same-name
8962,8962,slain zombie,same-id-same-name
8963,8963,slain zombie,same-id-same-name
8964,8964,slain zombie,same-id-same-name
8965,8965,dead young sea serpent,same-id-same-name
8966,8966,dead young sea serpent,same-id-same-name
8967,8967,dead young sea serpent,same-id-same-name
8968,8968,dead young sea serpent,same-id-same-name
8969,8969,lava,same-id-same-name
8972,8972,broken apparatus,same-id-same-name
8977,8977,broken apparatus,same-id-same-name
8980,8980,broken apparatus,same-id-same-name
8983,8983,broken machine,same-id-same-name
8986,8986,broken machine,same-id-same-name
8989,8989,broken machine,same-id-same-name
8992,8992,broken machine,same-id-same-name
8999,8999,dead mutated tiger,same-id-same-name
9000,9000,dead mutated tiger,same-id-same-name
9001,9001,dead nightstalker,same-id-same-name
9002,9002,dead nightstalker,same-id-same-name
9003,9003,dead nightstalker,same-id-same-name
9004,9004,dead nightstalker,same-id-same-name
9005,9005,dead nightmare scion,same-id-same-name
9006,9006,dead nightmare scion,same-id-same-name
9007,9007,dead nightmare scion,same-id-same-name
9008,9008,dead nightmare scion,same-id-same-name
9009,9009,dead hellspawn,same-id-same-name
9010,9010,dead hellspawn,same-id-same-name
9011,9011,dead hellspawn,same-id-same-name
9012,9012,dead hellspawn,same-id-same-name
9013,9013,flower wreath,same-id-same-name
9014,9014,leaf legs,same-id-same-name
9015,9015,flower dress,same-id-same-name
9016,9016,flask of rust remover,same-id-same-name
9017,9017,coconut shoes,same-id-same-name
9018,9018,firewalker boots,same-id-same-name
9019,9019,firewalker boots,same-id-same-name
9020,9020,worn firewalker boots,same-id-same-name
9021,9021,dead gozzler,same-id-same-name
9022,9022,dead gozzler,same-id-same-name
9023,9023,dead gozzler,same-id-same-name
9024,9024,dead gozzler,same-id-same-name
9027,9027,crystal of focus,same-id-same-name
9028,9028,crystal of balance,same-id-same-name
9034,9034,dracoyle statue,same-id-same-name
9035,9035,dracoyle statue,same-id-same-name
9039,9039,dracoyle statue,same-id-same-name
9040,9040,dracoyle statue,same-id-same-name
9041,9041,vampiric crest,same-id-same-name
9042,9042,magical torch,same-id-same-name
9043,9043,yalahar coal basin,same-id-same-name
9044,9044,RESERVED SPRITE,same-id-same-name
9045,9045,royal tapestry,same-id-same-name
9046,9046,silky tapestry,same-id-same-name
9047,9047,slain death blob,same-id-same-name
9048,9048,slain mercury blob,same-id-same-name
9049,9049,slain acid blob,same-id-same-name
9050,9050,slain death blob,same-id-same-name
9051,9051,slain mercury blob,same-id-same-name
9052,9052,slain acid blob,same-id-same-name
9053,9053,glob of mercury,same-id-same-name
9054,9054,glob of acid slime,same-id-same-name
9055,9055,glob of tar,same-id-same-name
9056,9056,black skull,same-id-same-name
9057,9057,small topaz,same-id-same-name
9058,9058,gold ingot,same-id-same-name
9059,9059,small lamp,same-id-same-name
9060,9060,lit small lamp,same-id-same-name
9061,9061,crystal table kit,same-id-same-name
9062,9062,crystal table,same-id-same-name
9063,9063,crystal pedestal,same-id-same-name
9064,9064,crystal pedestal,same-id-same-name
9065,9065,crystal pedestal,same-id-same-name
9066,9066,crystal pedestal,same-id-same-name
9067,9067,crystal of power,same-id-same-name
9068,9068,yalahari figurine,same-id-same-name
9069,9069,flower pot,same-id-same-name
9070,9070,flower pot,same-id-same-name
9071,9071,withered plant,same-id-same-name
9072,9072,withered plant,same-id-same-name
9073,9073,flower pot,same-id-same-name
9074,9074,flower pot,same-id-same-name
9075,9075,flower pot,same-id-same-name
9076,9076,flower pot,same-id-same-name
9077,9077,flower pot,same-id-same-name
9078,9078,flower pot,same-id-same-name
9079,9079,rotworm stew,same-id-same-name
9080,9080,hydra tongue salad,same-id-same-name
9081,9081,roasted dragon wings,same-id-same-name
9082,9082,tropical fried terrorbird,same-id-same-name
9083,9083,banana chocolate shake,same-id-same-name
9084,9084,veggie casserole,same-id-same-name
9085,9085,filled jalapeno peppers,same-id-same-name
9086,9086,blessed steak,same-id-same-name
9087,9087,carrot cake,same-id-same-name
9088,9088,northern fishburger,same-id-same-name
9089,9089,dead war golem,same-id-same-name
9090,9090,dead war golem,same-id-same-name
9091,9091,dead war golem,same-id-same-name
9092,9092,dead war golem,same-id-same-name
9093,9093,Jean Pierre's Cookbook I,same-id-same-name
9094,9094,dead mutated human,same-id-same-name
9095,9095,dead mutated human,same-id-same-name
9096,9096,dead mutated human,same-id-same-name
9097,9097,swamp tentacles,same-id-same-name
9100,9100,mystic flame,same-id-same-name
9101,9101,stand,same-id-same-name
9102,9102,crystal,same-id-same-name
9103,9103,batwing hat,same-id-same-name
9104,9104,football,same-id-same-name
9105,9105,crystal ball,same-id-same-name
9106,9106,molten wax,same-id-same-name
9107,9107,special polish,same-id-same-name
9108,9108,magical blending device,same-id-same-name
9109,9109,fish flakes,same-id-same-name
9112,9112,flask with magical oil,same-id-same-name
9113,9113,magical cage key,same-id-same-name
9114,9114,wooden ties,same-id-same-name
9115,9115,metal fitting,same-id-same-name
9116,9116,ladder,same-id-same-name
9117,9117,unknown item,same-id-same-name
9118,9118,RESERVED SPRITE,same-id-same-name
9119,9119,crucible,same-id-same-name
9131,9131,Eclesius' sandals,same-id-same-name
9132,9132,frost cannon,same-id-same-name
9133,9133,crystal column,same-id-same-name
9134,9134,crystal column,same-id-same-name
9135,9135,crystal column,same-id-same-name
9136,9136,crystal column,same-id-same-name
9137,9137,crystal column,same-id-same-name
9138,9138,crystal column,same-id-same-name
9139,9139,crystal column,same-id-same-name
9140,9140,crystal column,same-id-same-name
9141,9141,wooden planks,same-id-same-name
9142,9142,Grodrik's favourite axe,same-id-same-name
9143,9143,Amarie's favourite book,same-id-same-name
9147,9147,glob of grease,same-id-same-name
9148,9148,giant screwdriver,same-id-same-name
9149,9149,vial of elemental water,same-id-same-name
9150,9150,energy net,same-id-same-name
9151,9151,bag of screws,same-id-same-name
9152,9152,v-belt,same-id-same-name
9153,9153,yalahari gear wheel,same-id-same-name
9154,9154,spare part,same-id-same-name
9155,9155,red power core,same-id-same-name
9156,9156,green power core,same-id-same-name
9157,9157,chaos matter,same-id-same-name
9158,9158,vortex of elemental water,same-id-same-name
9159,9159,pile of chaos matter,same-id-same-name
9160,9160,metal locker,same-id-same-name
9161,9161,glue dispenser,same-id-same-name
9162,9162,storage chest,same-id-same-name
9163,9163,amphora of grease,same-id-same-name
9164,9164,storage box,same-id-same-name
9165,9165,toolbox,same-id-same-name
9166,9166,screwdriver holder,same-id-same-name
9167,9167,energy generator,same-id-same-name
9168,9168,dusty box,same-id-same-name
9169,9169,old crate,same-id-same-name
9170,9170,wonder glue,same-id-same-name
9171,9171,parchment,same-id-same-name
9172,9172,prison cell key,same-id-same-name
9173,9173,love potion,same-id-same-name
9174,9174,sand,same-id-same-name
9175,9175,skull,same-id-same-name
9176,9176,hot cauldron,same-id-same-name
9177,9177,voodoo doll,same-id-same-name
9178,9178,voodoo doll,same-id-same-name
9179,9179,voodoo doll,same-id-same-name
9180,9180,remains of a pirate,same-id-same-name
9181,9181,top right part of a map,same-id-same-name
9182,9182,top left part of a map,same-id-same-name
9183,9183,lower right part of a map,same-id-same-name
9184,9184,lower left part of a map,same-id-same-name
9185,9185,very old piece of paper,same-id-same-name
9186,9186,old encrypted text,same-id-same-name
9187,9187,Xodet's first wand,same-id-same-name
9188,9188,formula for a memory potion,same-id-same-name
9189,9189,hand puppets,same-id-same-name
9190,9190,hand puppets,same-id-same-name
9191,9191,bundle of rags,same-id-same-name
9192,9192,yalahari inkwell,same-id-same-name
9193,9193,yalahari folio,same-id-same-name
9194,9194,stone pile,same-id-same-name
9195,9195,stone pile,same-id-same-name
9196,9196,drilling worm,same-id-same-name
9197,9197,carrion worm,same-id-same-name
9198,9198,stone pile,same-id-same-name
9199,9199,stone pile,same-id-same-name
9200,9200,stone pile,same-id-same-name
9201,9201,heated worm punisher,same-id-same-name
9204,9204,old pirate poem,same-id-same-name
9205,9205,pirate treasure map,same-id-same-name
9206,9206,champion's cup,same-id-same-name
9207,9207,silver cup of honour,same-id-same-name
9208,9208,bronze cup of honour,same-id-same-name
9209,9209,golden warrior trophy,same-id-same-name
9210,9210,silver warrior trophy,same-id-same-name
9211,9211,bronze warrior trophy,same-id-same-name
9212,9212,golden trophy of excellence,same-id-same-name
9213,9213,silver trophy of excellence,same-id-same-name
9214,9214,bronze trophy of excellence,same-id-same-name
9215,9215,gold medal,same-id-same-name
9216,9216,silver medal,same-id-same-name
9217,9217,bronze medal,same-id-same-name
9218,9218,badge of glory,same-id-same-name
9219,9219,arcane insignia,same-id-same-name
9220,9220,hero's medal,same-id-same-name
9221,9221,laurel wreath,same-id-same-name
9222,9222,royal medal,same-id-same-name
9223,9223,heavy medal,same-id-same-name
9224,9224,elven trophy,same-id-same-name
9225,9225,cherry blossom tree,same-id-same-name
9226,9226,honey flower,same-id-same-name
9227,9227,potted flower,same-id-same-name
9228,9228,blood herb,same-id-same-name
9229,9229,exotic flowers,same-id-same-name
9230,9230,flower bouquet,same-id-same-name
9231,9231,god flowers,same-id-same-name
9232,9232,cocktail glass,same-id-same-name
9233,9233,golem part,same-id-same-name
9234,9234,worm punisher,same-id-same-name
9235,9235,golem disassembler,same-id-same-name
9236,9236,animal fetish,same-id-same-name
9237,9237,shadow orb,same-id-same-name
9238,9238,dark essence,same-id-same-name
9239,9239,worm queen tooth,same-id-same-name
9240,9240,deep crystal,same-id-same-name
9241,9241,bloodkiss flower,same-id-same-name
9242,9242,crucible,same-id-same-name
9243,9243,crucible,same-id-same-name
9244,9244,crucible,same-id-same-name
9245,9245,RESERVED SPRITE,same-id-same-name
9246,9246,earth,same-id-same-name
9247,9247,golem blueprint,same-id-same-name
9248,9248,stabilizer,same-id-same-name
9249,9249,mago mechanic core,same-id-same-name
9250,9250,core dispenser,same-id-same-name
9251,9251,elemental crystal,same-id-same-name
9252,9252,old power core,same-id-same-name
9253,9253,core dispenser,same-id-same-name
9254,9254,sparkling gems,same-id-same-name
9255,9255,golem head,same-id-same-name
9256,9256,unfinished golem,same-id-same-name
9257,9257,mountain ground,same-id-same-name
9258,9258,dirt,same-id-same-name
9276,9276,limestone railing,same-id-same-name
9279,9279,limestone railing,same-id-same-name
9291,9291,ocean floor,same-id-same-name
9292,9292,Carlin banner,same-id-same-name
9301,9301,bonfire amulet,same-id-same-name
9302,9302,sacred tree amulet,same-id-same-name
9303,9303,leviathan's amulet,same-id-same-name
9304,9304,shockwave amulet,same-id-same-name
9306,9306,mechanical fishing rod,same-id-same-name
9307,9307,mechanical fish,same-id-same-name
9308,9308,nautical map,same-id-same-name
9351,9351,closed door,same-id-same-name
9352,9352,closed door,same-id-same-name
9353,9353,open door,same-id-same-name
9354,9354,closed door,same-id-same-name
9355,9355,closed door,same-id-same-name
9356,9356,open door,same-id-same-name
9357,9357,closed door,same-id-same-name
9358,9358,open door,same-id-same-name
9359,9359,closed door,same-id-same-name
9360,9360,open door,same-id-same-name
9361,9361,closed door,same-id-same-name
9362,9362,open door,same-id-same-name
9363,9363,closed door,same-id-same-name
9364,9364,open door,same-id-same-name
9365,9365,gate of expertise,same-id-same-name
9366,9366,gate of expertise,same-id-same-name
9367,9367,gate of expertise,same-id-same-name
9368,9368,gate of expertise,same-id-same-name
9371,9371,mystic flame,same-id-same-name
9372,9372,meat shield,same-id-same-name
9373,9373,glutton's mace,same-id-same-name
9374,9374,odd hat,same-id-same-name
9375,9375,pointed rabbitslayer,same-id-same-name
9376,9376,stale bread of ancientness,same-id-same-name
9377,9377,shield of the white knight,same-id-same-name
9378,9378,musician's bow,same-id-same-name
9379,9379,heavy metal t-shirt,same-id-same-name
9380,9380,shield of care,same-id-same-name
9381,9381,helmet of ultimate terror,same-id-same-name
9382,9382,helmet of nature,same-id-same-name
9383,9383,trousers of the ancients,same-id-same-name
9384,9384,scythe of the reaper,same-id-same-name
9385,9385,club of the fury,same-id-same-name
9386,9386,farmer's avenger,same-id-same-name
9387,9387,poet's fencing quill,same-id-same-name
9388,9388,holy icon,same-id-same-name
9389,9389,fan doll of King Tibianus,same-id-same-name
9390,9390,machine crate,same-id-same-name
9391,9391,fan club membership card,same-id-same-name
9392,9392,claw of 'The Noxious Spawn',same-id-same-name
9393,9393,claw of 'The Noxious Spawn',same-id-same-name
9394,9394,claw of 'The Noxious Spawn',same-id-same-name
9395,9395,claw of 'The Noxious Spawn',same-id-same-name
9396,9396,incredible mumpiz slayer,same-id-same-name
9397,9397,claw of 'The Noxious Spawn',same-id-same-name
9398,9398,claw of 'The Noxious Spawn',same-id-same-name
9399,9399,mighty helm of green sparks,same-id-same-name
9400,9400,rain coat,same-id-same-name
9401,9401,shield Nevermourn,same-id-same-name
9402,9402,dead Doctor Perhaps,same-id-same-name
9403,9403,dead Dirtbeard,same-id-same-name
9404,9404,dead Evil Mastermind,same-id-same-name
9405,9405,dead Monstor,same-id-same-name
9406,9406,dead Mephiles,same-id-same-name
9407,9407,slain Boogey,same-id-same-name
9427,9427,stone ledge,same-id-same-name
9442,9442,dirt,same-id-same-name
9445,9445,dirt,same-id-same-name
9446,9446,rain coat,same-id-same-name
9447,9447,shield Nevermourn,same-id-same-name
9518,9518,stone wall,same-id-same-name
9532,9532,stone pedestal,same-id-same-name
9537,9537,headache pill,same-id-same-name
9538,9538,pigeon trophy,same-id-same-name
9551,9551,closed door,same-id-same-name
9552,9552,closed door,same-id-same-name
9553,9553,open door,same-id-same-name
9554,9554,closed door,same-id-same-name
9555,9555,open door,same-id-same-name
9556,9556,gate of expertise,same-id-same-name
9557,9557,gate of expertise,same-id-same-name
9558,9558,closed door,same-id-same-name
9559,9559,open door,same-id-same-name
9560,9560,closed door,same-id-same-name
9561,9561,closed door,same-id-same-name
9562,9562,open door,same-id-same-name
9563,9563,closed door,same-id-same-name
9564,9564,open door,same-id-same-name
9565,9565,gate of expertise,same-id-same-name
